3.315	9.199
12.169	13.608
14.473	18.864
17.381	24.967
16.968	25.081
24.737	26.272
20.358	26.375
21.285	26.721
24.823	35.874
34.540	38.896
31.284	39.749
38.168	41.053
41.651	42.208
43.045	46.145
46.552	48.128
47.736	50.613
49.314	54.465
61.076	68.438
68.599	72.387
72.894	77.344
76.517	79.822
76.879	87.269
80.391	88.100
81.397	88.687
86.202	89.330
87.537	91.449
86.067	91.818
90.055	93.256
87.687	95.075
90.598	97.017
97.076	99.442
103.628	109.808
105.692	111.755
108.846	114.909
114.717	115.214
121.615	128.993
119.756	129.279
120.840	130.303
124.417	130.497
128.126	131.184
125.001	131.752
126.756	132.294
124.901	132.554
135.483	136.413
130.546	137.497
136.810	140.359
136.474	140.405
137.852	146.176
143.190	146.522
146.939	148.910
143.831	150.160
152.313	153.350
158.781	166.462
160.985	167.268
158.105	168.851
162.330	170.140
165.783	170.834
162.191	170.947
167.733	171.281
168.601	172.551
172.597	174.745
175.171	177.292
176.162	178.780
180.682	183.949
182.248	184.780
182.505	186.605
184.010	187.891
186.104	188.741
184.874	191.228
187.643	192.036
190.783	192.385
194.382	195.848
193.622	198.108
197.899	201.923
198.700	204.313
203.056	206.252
206.525	212.098
210.316	214.117
210.384	215.531
211.740	216.120
213.079	218.791
212.902	218.922
219.261	220.918
218.589	221.251
221.880	222.396
225.511	230.884
226.974	232.669
230.013	234.275
229.767	234.966
226.098	235.009
235.703	237.351
234.202	238.019
234.393	238.665
237.592	240.256
239.770	241.194
242.771	246.960
245.993	251.543
247.331	252.816
247.564	253.740
247.479	254.059
252.117	254.148
257.582	265.676
258.979	266.718
263.924	267.516
265.113	267.959
267.569	271.489
269.625	271.638
274.408	276.105
276.629	278.558
280.342	281.362
291.997	297.511
289.774	298.678
294.931	299.434
299.979	303.219
295.567	303.503
305.705	308.158
305.992	310.402
309.488	313.410
310.438	313.860
310.894	313.873
313.246	315.335
316.834	319.647
319.062	324.716
317.508	325.433
324.358	327.767
320.933	327.998
325.765	328.501
322.373	329.107
321.120	329.591
326.374	330.181
326.505	332.091
329.171	332.623
333.878	334.693
334.143	335.012
326.909	335.267
333.954	335.652
335.949	337.714
338.843	340.198
351.302	359.104
353.271	360.026
356.333	362.548
357.485	363.079
361.496	364.636
361.454	365.771
362.916	366.807
363.362	367.323
365.007	368.154
366.351	369.742
366.775	369.958
367.802	371.137
368.923	371.558
369.567	372.646
372.204	373.838
371.979	376.913
377.713	379.361
384.991	393.950
390.309	395.948
394.456	397.716
400.004	405.198
404.983	408.231
409.779	411.873
409.894	414.714
411.198	417.520
420.455	421.289
421.565	424.592
411.332	425.180
423.125	426.616
427.054	428.508
430.746	433.884
432.614	436.476
433.859	438.171
434.087	441.263
439.461	441.388
441.189	444.411
439.887	447.179
449.180	449.673
446.800	449.869
454.074	460.234
461.826	465.438
463.309	473.387
469.401	476.778
477.218	478.550
471.870	478.811
480.166	484.091
488.631	496.754
489.910	497.199
490.496	497.578
508.323	516.031
509.717	517.031
513.069	517.637
514.782	518.202
511.719	518.579
517.563	520.485
519.281	523.141
522.597	527.416
526.855	530.063
525.387	530.084
529.572	531.240
538.088	543.618
539.644	545.064
539.655	548.135
545.399	548.905
548.244	551.887
550.772	552.927
552.354	553.217
557.089	563.377
557.639	563.549
557.945	563.743
558.915	564.646
561.094	567.226
574.734	581.385
575.664	581.540
571.319	581.794
579.926	583.685
575.531	585.365
585.908	587.122
585.977	587.452
591.103	597.545
591.837	597.981
592.643	599.389
594.851	599.541
599.294	605.284
592.990	605.316
601.958	606.257
599.866	608.521
607.694	609.572
608.647	613.211
610.197	615.414
615.211	618.043
618.333	619.429
621.097	626.489
621.816	629.125
625.360	629.521
626.652	629.923
628.240	632.585
629.050	633.478
629.896	633.825
629.998	635.952
631.139	636.198
631.485	637.635
630.931	637.821
639.541	643.106
641.253	646.636
643.556	648.299
647.760	649.798
646.593	652.465
644.393	653.224
652.773	653.484
651.538	654.086
656.628	658.197
657.335	660.320
657.850	664.079
658.417	664.366
660.625	665.334
663.617	666.511
665.807	668.449
661.575	669.398
671.912	674.456
678.082	686.891
678.585	687.503
687.014	690.081
695.492	702.533
697.321	707.679
699.791	707.875
706.305	709.305
714.043	720.321
716.864	721.985
726.949	732.534
727.090	732.782
738.779	745.675
738.706	746.426
742.029	746.861
740.707	748.083
748.298	749.999
748.576	750.695
751.027	755.419
755.322	757.571
755.988	758.147
756.501	762.117
775.901	783.064
784.145	784.806
784.217	786.590
785.681	788.290
790.847	793.135
791.140	795.187
793.826	798.874
795.021	802.062
801.847	802.860
801.250	805.396
806.536	814.019
807.330	815.900
816.900	819.770
815.132	819.895
820.332	822.738
820.331	822.876
832.954	841.404
843.389	848.171
843.485	849.532
850.262	852.039
846.852	852.610
852.965	857.502
853.848	859.034
853.693	859.183
856.564	860.371
856.615	861.357
861.687	863.336
856.296	863.828
857.589	864.001
859.303	864.253
866.120	868.477
867.010	870.118
866.458	870.683
867.215	873.142
868.715	873.708
869.111	875.939
875.700	881.054
881.046	884.607
881.259	886.266
881.880	887.429
881.819	888.497
885.574	889.369
891.501	896.063
893.759	898.349
897.986	902.097
901.977	903.793
898.241	906.529
905.672	907.167
904.793	908.316
907.113	908.756
908.019	910.466
909.513	911.804
912.585	914.061
917.305	924.613
921.684	926.027
922.139	929.023
924.645	929.707
926.034	930.656
928.621	933.353
931.038	936.106
933.642	936.489
933.281	936.565
937.799	942.825
940.095	944.405
941.517	948.261
942.626	948.692
940.263	948.773
944.858	950.355
947.267	951.449
949.734	953.669
952.088	953.933
951.101	955.406
954.446	957.222
954.280	957.388
957.930	958.839
958.314	960.149
959.853	964.565
962.392	965.876
972.195	978.350
979.442	984.407
979.518	990.091
980.961	990.168
988.916	991.515
994.348	998.908
997.743	1002.935
998.829	1003.625
995.283	1003.920
1002.107	1004.932
1000.366	1005.030
1004.592	1005.805
1000.669	1008.189
1007.336	1009.000
1007.400	1009.238
1009.870	1011.139
1010.750	1011.408
1012.875	1015.632
1012.593	1016.157
1020.554	1027.352
1020.092	1027.432
1022.947	1028.457
1023.809	1029.659
1029.158	1030.775
1032.831	1038.355
1039.192	1043.782
1040.843	1044.264
1054.947	1060.686
1058.167	1063.259
1061.300	1068.551
1064.687	1068.819
1065.445	1069.540
1066.869	1071.678
1069.236	1075.811
1074.683	1079.784
1081.491	1083.926
1081.659	1087.272
1085.869	1091.477
1082.003	1092.478
1086.859	1092.873
1093.667	1094.011
1096.830	1099.440
1096.954	1100.943
1109.104	1115.916
1112.704	1117.166
1110.419	1120.131
1119.278	1120.415
1127.725	1136.107
1130.030	1137.682
1135.355	1138.187
1131.202	1138.837
1136.492	1139.006
1136.624	1139.241
1137.980	1142.888
1147.481	1153.119
1147.894	1154.553
1151.178	1155.723
1153.945	1157.598
1152.081	1158.261
1158.923	1159.198
1155.535	1159.806
1165.563	1172.759
1172.496	1176.546
1178.223	1179.865
1181.592	1183.492
1184.102	1187.056
1186.923	1192.575
1190.196	1194.937
1188.618	1196.325
1192.779	1197.890
1193.312	1197.925
1192.037	1198.413
1207.532	1216.472
1216.273	1217.270
1210.673	1217.416
1217.695	1219.467
1209.035	1219.783
1221.008	1223.873
1221.349	1229.411
1224.471	1232.066
1225.275	1232.089
1226.697	1234.850
1226.188	1235.165
1228.708	1235.540
1242.165	1250.178
1242.908	1251.861
1256.693	1264.060
1262.129	1265.497
1269.960	1278.049
1268.983	1278.459
1274.900	1279.760
1277.227	1279.911
1273.100	1280.676
1277.463	1282.105
1281.152	1284.762
1282.456	1287.616
1283.120	1289.034
1291.020	1291.429
1288.741	1292.851
1292.962	1294.484
1295.547	1297.788
1301.646	1307.387
1311.045	1318.971
1312.648	1320.256
1329.357	1335.408
1328.552	1337.509
1335.557	1339.184
1338.260	1340.363
1337.475	1340.782
1339.041	1344.454
1343.777	1344.609
1345.878	1347.642
1344.757	1348.815
1348.114	1352.472
1352.414	1355.503
1349.499	1356.124
1353.349	1358.173
1352.849	1358.519
1352.664	1359.100
1355.049	1360.045
1356.659	1360.318
1353.364	1361.673
1360.258	1361.934
1357.189	1362.035
1355.615	1362.104
1354.985	1362.811
1361.435	1362.929
1366.487	1372.804
1375.681	1380.838
1378.892	1384.294
1381.570	1385.207
1382.103	1387.262
1376.146	1387.415
1380.025	1388.052
1382.166	1390.449
1388.150	1390.537
1390.414	1391.622
1390.783	1392.231
1389.629	1392.309
1392.394	1393.829
1388.564	1394.677
1392.442	1395.673
1396.312	1397.999
1398.629	1400.873
1400.134	1405.342
1404.471	1408.561
1406.769	1411.599
1407.015	1414.508
1411.030	1418.562
1421.761	1429.800
1427.052	1432.961
1431.000	1434.802
1428.618	1435.440
1433.117	1438.520
1434.103	1439.254
1432.331	1440.480
1440.030	1441.180
1438.430	1441.494
1440.120	1443.262
1443.929	1444.616
1445.827	1447.311
1447.035	1448.490
1449.199	1451.636
1451.151	1453.727
1451.632	1454.105
1452.283	1457.730
1454.040	1458.540
1455.748	1459.818
1462.061	1465.302
1462.863	1469.193
1464.796	1469.801
1467.418	1471.456
1467.871	1472.106
1468.104	1473.653
1472.105	1473.906
1469.845	1476.301
1473.701	1478.058
1476.125	1479.664
1481.194	1484.338
1491.221	1497.176
1491.564	1497.192
1490.629	1498.167
1494.680	1499.729
1495.309	1500.452
1494.309	1500.880
1509.146	1515.142
1510.634	1516.519
1509.280	1517.933
1518.473	1519.655
1512.510	1520.936
1519.619	1522.290
1521.407	1526.477
1522.261	1526.735
1525.554	1528.447
1525.413	1529.388
1532.152	1534.222
1532.767	1539.104
1533.507	1540.103
1533.007	1541.875
1535.307	1543.669
1543.183	1545.419
1545.111	1547.556
1547.292	1549.478
1548.862	1550.888
1558.706	1565.157
1559.875	1567.507
1561.375	1567.909
1567.293	1568.416
1568.714	1571.757
1571.481	1574.434
1572.976	1579.189
1575.113	1583.163
1580.756	1585.571
1581.321	1586.550
1583.879	1587.052
1587.086	1590.307
1592.798	1593.375
1593.181	1595.678
1600.687	1607.558
1598.795	1611.982
1608.525	1613.464
1613.049	1614.302
1615.820	1621.457
1620.191	1624.947
1623.445	1627.861
1629.594	1632.016
1630.320	1637.715
1636.441	1640.072
1637.255	1641.759
1639.467	1642.137
1640.141	1642.635
1632.299	1644.134
1633.592	1644.340
1644.038	1646.295
1651.961	1658.786
1654.165	1659.925
1659.907	1661.858
1660.160	1665.511
1667.235	1668.074
1668.179	1668.698
1671.270	1671.935
1674.707	1681.122
1676.039	1683.140
1681.787	1685.183
1679.535	1686.494
1687.839	1688.818
1683.653	1689.956
1688.339	1691.134
1691.186	1691.831
1689.135	1693.398
1692.204	1694.070
1693.284	1694.315
1694.680	1696.871
1695.366	1697.598
1696.077	1699.776
1697.112	1700.354
1698.370	1700.890
1700.712	1703.802
1703.063	1703.935
1697.228	1705.410
1699.089	1706.473
1700.271	1707.430
1706.268	1708.128
1705.746	1708.878
1707.049	1709.007
1706.760	1712.244
1707.731	1712.276
1707.646	1713.630
1710.800	1714.673
1715.897	1720.919
1719.324	1721.927
1720.334	1726.150
1719.823	1726.272
1721.933	1728.424
1729.639	1732.598
1731.648	1738.849
1738.372	1742.601
1735.081	1743.209
1742.680	1745.334
1750.859	1757.675
1748.357	1758.701
1753.969	1759.339
1759.497	1760.455
1752.818	1760.506
1764.692	1771.035
1765.158	1773.910
1769.220	1774.602
1773.761	1775.922
1769.633	1777.290
1768.666	1777.672
1775.461	1779.008
1769.025	1779.222
1785.783	1793.743
1792.263	1794.831
1789.589	1795.403
1794.657	1797.988
1800.267	1801.596
1795.712	1803.176
1800.698	1805.734
1805.248	1814.654
1808.797	1816.340
1811.954	1817.381
1815.070	1819.808
1818.598	1820.357
1822.516	1825.775
1827.217	1833.876
1832.812	1839.233
1837.752	1841.172
1838.926	1842.089
1840.885	1844.437
1844.409	1845.429
1847.073	1848.173
1847.353	1852.453
1848.540	1854.091
1850.025	1854.918
1852.189	1857.753
1853.501	1859.123
1851.108	1859.536
1855.959	1859.972
1858.447	1861.024
1857.262	1862.359
1864.550	1867.282
1866.025	1873.316
1871.940	1874.345
1867.471	1876.526
1876.496	1878.264
1873.840	1878.766
1872.001	1879.363
1878.958	1881.017
1883.342	1887.432
1885.602	1890.870
1887.410	1891.866
1888.232	1893.334
1891.687	1895.432
1904.672	1912.651
1906.244	1912.807
1911.607	1916.308
1909.693	1916.336
1912.320	1918.294
1912.184	1920.121
1916.808	1921.515
1920.825	1923.838
1920.796	1924.302
1923.531	1925.777
1923.988	1926.694
1924.597	1928.422
1935.834	1943.299
1940.529	1947.509
1937.186	1947.674
1946.060	1948.966
1947.148	1951.274
1945.604	1951.415
1950.385	1952.529
1947.354	1954.866
1956.935	1958.370
1957.316	1959.190
1961.371	1964.292
1961.704	1967.830
1969.256	1970.955
1972.968	1974.114
1975.005	1976.516
1975.730	1977.377
1975.906	1978.424
1981.730	1990.821
1982.409	1991.465
1993.306	1998.064
1995.390	2000.601
1995.884	2003.428
1999.956	2004.524
2000.175	2004.991
2004.144	2008.288
2006.269	2009.194
1997.547	2009.737
2007.434	2009.947
2005.252	2010.270
2008.887	2011.709
2007.469	2012.568
2009.320	2013.190
2012.218	2013.732
2023.521	2031.453
2022.363	2032.794
2029.697	2033.719
2028.649	2034.312
2026.574	2034.913
2026.576	2035.381
2027.956	2035.707
2035.836	2037.293
2038.219	2041.502
2038.327	2042.307
2039.849	2044.388
2046.462	2048.050
2047.601	2050.572
2049.895	2051.653
2050.259	2060.094
2055.895	2062.488
2061.147	2068.427
2063.184	2069.697
2065.177	2071.836
2065.193	2073.930
2074.556	2077.360
2079.042	2081.448
2080.184	2084.315
2081.374	2085.349
2085.504	2087.338
2086.636	2089.154
2093.035	2100.393
2095.133	2101.217
2096.319	2101.927
2097.963	2103.892
2102.341	2105.287
2105.447	2106.951
2108.521	2111.470
2112.958	2116.572
2115.452	2119.622
